id,attributes,currency,price,product_id,store_id
335,"{""fulfillment"": ""Next Day"", ""inventory_bucket"": ""HIGH"", ""seller_score"": 4.3, ""estimated_cost_price"": 413.48}",INR,451,93,13
336,"{""fulfillment"": ""Fast Delivery"", ""inventory_bucket"": ""LOW"", ""seller_score"": 4.51, ""estimated_cost_price"": 469.68}",INR,573,93,27
337,"{""fulfillment"": ""Fast Delivery"", ""inventory_bucket"": ""HIGH"", ""seller_score"": 4.72, ""estimated_cost_price"": 403.82}",INR,490,93,26
338,"{""fulfillment"": ""Next Day"", ""inventory_bucket"": ""LOW"", ""seller_score"": 4.39, ""estimated_cost_price"": 405.82}",INR,516,93,17
339,"{""fulfillment"": ""Next Day"", ""inventory_bucket"": ""HIGH"", ""seller_score"": 4.19, ""estimated_cost_price"": 4273.65}",INR,5122,94,18
340,"{""fulfillment"": ""Seller Fulfilled"", ""inventory_bucket"": ""HIGH"", ""seller_score"": 4.03, ""estimated_cost_price"": 3890.08}",INR,4714,94,41
341,"{""fulfillment"": ""Fast Delivery"", ""inventory_bucket"": ""MEDIUM"", ""seller_score"": 4.79, ""estimated_cost_price"": 4602.73}",INR,4999,94,35
342,"{""fulfillment"": ""Next Day"", ""inventory_bucket"": ""LOW"", ""seller_score"": 4.7, ""estimated_cost_price"": 4391.52}",INR,5599,94,52
343,"{""fulfillment"": ""Fast Delivery"", ""inventory_bucket"": ""LOW"", ""seller_score"": 4.1, ""estimated_cost_price"": 4593.55}",INR,5392,94,40
344,"{""fulfillment"": ""Seller Fulfilled"", ""inventory_bucket"": ""HIGH"", ""seller_score"": 4.68, ""estimated_cost_price"": 2856.75}",INR,3244,95,55
345,"{""fulfillment"": ""Fast Delivery"", ""inventory_bucket"": ""MEDIUM"", ""seller_score"": 4.03, ""estimated_cost_price"": 3000.53}",INR,3278,95,28
346,"{""fulfillment"": ""Standard Delivery"", ""inventory_bucket"": ""MEDIUM"", ""seller_score"": 4.42, ""estimated_cost_price"": 3308.65}",INR,3773,95,27
347,"{""fulfillment"": ""Fast Delivery"", ""inventory_bucket"": ""MEDIUM"", ""seller_score"": 3.89, ""estimated_cost_price"": 3305.32}",INR,3892,95,21
348,"{""fulfillment"": ""Fast Delivery"", ""inventory_bucket"": ""LOW"", ""seller_score"": 4.53, ""estimated_cost_price"": 1786.96}",INR,2135,96,26
349,"{""fulfillment"": ""Seller Fulfilled"", ""inventory_bucket"": ""LOW"", ""seller_score"": 4.01, ""estimated_cost_price"": 1421.89}",INR,1641,96,16
350,"{""fulfillment"": ""Standard Delivery"", ""inventory_bucket"": ""MEDIUM"", ""seller_score"": 4.16, ""estimated_cost_price"": 1550.18}",INR,1800,96,8
351,"{""fulfillment"": ""Fast Delivery"", ""inventory_bucket"": ""MEDIUM"", ""seller_score"": 4.34, ""estimated_cost_price"": 258.02}",INR,309,97,36
352,"{""fulfillment"": ""Fast Delivery"", ""inventory_bucket"": ""LOW"", ""seller_score"": 4.11, ""estimated_cost_price"": 244.08}",INR,273,97,28
353,"{""fulfillment"": ""Standard Delivery"", ""inventory_bucket"": ""MEDIUM"", ""seller_score"": 4.21, ""estimated_cost_price"": 256.85}",INR,285,97,42
354,"{""fulfillment"": ""Fast Delivery"", ""inventory_bucket"": ""HIGH"", ""seller_score"": 4.04, ""estimated_cost_price"": 252.91}",INR,307,97,3
355,"{""fulfillment"": ""Seller Fulfilled"", ""inventory_bucket"": ""HIGH"", ""seller_score"": 4.63, ""estimated_cost_price"": 212.28}",INR,256,97,13
356,"{""fulfillment"": ""Standard Delivery"", ""inventory_bucket"": ""LOW"", ""seller_score"": 4.03, ""estimated_cost_price"": 1659.19}",INR,1889,98,51
357,"{""fulfillment"": ""Next Day"", ""inventory_bucket"": ""MEDIUM"", ""seller_score"": 4.46, ""estimated_cost_price"": 1900.51}",INR,2216,98,2
358,"{""fulfillment"": ""Seller Fulfilled"", ""inventory_bucket"": ""MEDIUM"", ""seller_score"": 4.36, ""estimated_cost_price"": 1825.99}",INR,2096,98,4
359,"{""fulfillment"": ""Fast Delivery"", ""inventory_bucket"": ""LOW"", ""seller_score"": 4.72, ""estimated_cost_price"": 1901.67}",INR,2220,98,6
360,"{""fulfillment"": ""Seller Fulfilled"", ""inventory_bucket"": ""HIGH"", ""seller_score"": 4.11, ""estimated_cost_price"": 1426.85}",INR,1715,98,21
361,"{""fulfillment"": ""Standard Delivery"", ""inventory_bucket"": ""MEDIUM"", ""seller_score"": 4.55, ""estimated_cost_price"": 10155.15}",INR,11449,99,34
362,"{""fulfillment"": ""Seller Fulfilled"", ""inventory_bucket"": ""LOW"", ""seller_score"": 4.06, ""estimated_cost_price"": 11030.99}",INR,13624,99,43
363,"{""fulfillment"": ""Standard Delivery"", ""inventory_bucket"": ""MEDIUM"", ""seller_score"": 4.15, ""estimated_cost_price"": 1357.52}",INR,1650,100,50
364,"{""fulfillment"": ""Next Day"", ""inventory_bucket"": ""HIGH"", ""seller_score"": 4.59, ""estimated_cost_price"": 1190.97}",INR,1289,100,52
365,"{""fulfillment"": ""Seller Fulfilled"", ""inventory_bucket"": ""LOW"", ""seller_score"": 4.18, ""estimated_cost_price"": 2141.23}",INR,2424,101,28
366,"{""fulfillment"": ""Fast Delivery"", ""inventory_bucket"": ""MEDIUM"", ""seller_score"": 4.45, ""estimated_cost_price"": 1492.94}",INR,1661,101,14
367,"{""fulfillment"": ""Next Day"", ""inventory_bucket"": ""MEDIUM"", ""seller_score"": 4.63, ""estimated_cost_price"": 1703.28}",INR,2095,101,10
368,"{""fulfillment"": ""Standard Delivery"", ""inventory_bucket"": ""HIGH"", ""seller_score"": 4.25, ""estimated_cost_price"": 717.42}",INR,870,102,38
369,"{""fulfillment"": ""Seller Fulfilled"", ""inventory_bucket"": ""MEDIUM"", ""seller_score"": 4.0, ""estimated_cost_price"": 713.41}",INR,798,102,4
370,"{""fulfillment"": ""Next Day"", ""inventory_bucket"": ""MEDIUM"", ""seller_score"": 4.13, ""estimated_cost_price"": 621.3}",INR,732,102,32
371,"{""fulfillment"": ""Fast Delivery"", ""inventory_bucket"": ""MEDIUM"", ""seller_score"": 4.52, ""estimated_cost_price"": 622.09}",INR,763,102,35
372,"{""fulfillment"": ""Standard Delivery"", ""inventory_bucket"": ""MEDIUM"", ""seller_score"": 4.71, ""estimated_cost_price"": 4820.02}",INR,5216,103,24
373,"{""fulfillment"": ""Seller Fulfilled"", ""inventory_bucket"": ""HIGH"", ""seller_score"": 4.45, ""estimated_cost_price"": 3821.08}",INR,4178,103,31
374,"{""fulfillment"": ""Seller Fulfilled"", ""inventory_bucket"": ""HIGH"", ""seller_score"": 4.83, ""estimated_cost_price"": 3720.69}",INR,4239,103,46
375,"{""fulfillment"": ""Fast Delivery"", ""inventory_bucket"": ""MEDIUM"", ""seller_score"": 4.56, ""estimated_cost_price"": 1255.1}",INR,1369,104,45
376,"{""fulfillment"": ""Next Day"", ""inventory_bucket"": ""MEDIUM"", ""seller_score"": 4.33, ""estimated_cost_price"": 992.62}",INR,1235,104,51
377,"{""fulfillment"": ""Fast Delivery"", ""inventory_bucket"": ""MEDIUM"", ""seller_score"": 4.72, ""estimated_cost_price"": 674.78}",INR,794,105,52
378,"{""fulfillment"": ""Next Day"", ""inventory_bucket"": ""LOW"", ""seller_score"": 3.93, ""estimated_cost_price"": 700.41}",INR,887,105,44
379,"{""fulfillment"": ""Next Day"", ""inventory_bucket"": ""MEDIUM"", ""seller_score"": 4.87, ""estimated_cost_price"": 713.7}",INR,864,105,8
380,"{""fulfillment"": ""Standard Delivery"", ""inventory_bucket"": ""LOW"", ""seller_score"": 3.88, ""estimated_cost_price"": 661.24}",INR,802,105,35
381,"{""fulfillment"": ""Next Day"", ""inventory_bucket"": ""HIGH"", ""seller_score"": 3.92, ""estimated_cost_price"": 520.25}",INR,588,106,20
382,"{""fulfillment"": ""Standard Delivery"", ""inventory_bucket"": ""HIGH"", ""seller_score"": 4.71, ""estimated_cost_price"": 497.81}",INR,553,106,14
383,"{""fulfillment"": ""Next Day"", ""inventory_bucket"": ""LOW"", ""seller_score"": 4.85, ""estimated_cost_price"": 498.79}",INR,612,106,11
384,"{""fulfillment"": ""Next Day"", ""inventory_bucket"": ""HIGH"", ""seller_score"": 4.38, ""estimated_cost_price"": 3261.31}",INR,4013,107,6
385,"{""fulfillment"": ""Next Day"", ""inventory_bucket"": ""MEDIUM"", ""seller_score"": 4.27, ""estimated_cost_price"": 3007.01}",INR,3756,107,53
386,"{""fulfillment"": ""Next Day"", ""inventory_bucket"": ""LOW"", ""seller_score"": 4.16, ""estimated_cost_price"": 2404.74}",INR,2873,107,50
387,"{""fulfillment"": ""Fast Delivery"", ""inventory_bucket"": ""HIGH"", ""seller_score"": 4.54, ""estimated_cost_price"": 2097.8}",INR,2411,107,32
388,"{""fulfillment"": ""Standard Delivery"", ""inventory_bucket"": ""MEDIUM"", ""seller_score"": 4.53, ""estimated_cost_price"": 689.91}",INR,828,108,33
389,"{""fulfillment"": ""Seller Fulfilled"", ""inventory_bucket"": ""LOW"", ""seller_score"": 4.26, ""estimated_cost_price"": 523.9}",INR,623,108,5
390,"{""fulfillment"": ""Fast Delivery"", ""inventory_bucket"": ""HIGH"", ""seller_score"": 3.82, ""estimated_cost_price"": 493.94}",INR,543,108,23
391,"{""fulfillment"": ""Next Day"", ""inventory_bucket"": ""HIGH"", ""seller_score"": 4.05, ""estimated_cost_price"": 656.31}",INR,727,108,27
392,"{""fulfillment"": ""Standard Delivery"", ""inventory_bucket"": ""MEDIUM"", ""seller_score"": 4.44, ""estimated_cost_price"": 1912.96}",INR,2077,109,1
393,"{""fulfillment"": ""Seller Fulfilled"", ""inventory_bucket"": ""LOW"", ""seller_score"": 4.1, ""estimated_cost_price"": 1809.17}",INR,2151,109,26
394,"{""fulfillment"": ""Fast Delivery"", ""inventory_bucket"": ""LOW"", ""seller_score"": 4.69, ""estimated_cost_price"": 2357.32}",INR,2938,109,13
395,"{""fulfillment"": ""Next Day"", ""inventory_bucket"": ""MEDIUM"", ""seller_score"": 3.89, ""estimated_cost_price"": 490.65}",INR,615,110,55
396,"{""fulfillment"": ""Next Day"", ""inventory_bucket"": ""MEDIUM"", ""seller_score"": 3.98, ""estimated_cost_price"": 402.25}",INR,477,110,39
397,"{""fulfillment"": ""Fast Delivery"", ""inventory_bucket"": ""MEDIUM"", ""seller_score"": 4.55, ""estimated_cost_price"": 333.89}",INR,388,110,44
398,"{""fulfillment"": ""Standard Delivery"", ""inventory_bucket"": ""MEDIUM"", ""seller_score"": 4.79, ""estimated_cost_price"": 949.06}",INR,1193,111,44
399,"{""fulfillment"": ""Fast Delivery"", ""inventory_bucket"": ""LOW"", ""seller_score"": 4.24, ""estimated_cost_price"": 1010.71}",INR,1258,111,38
400,"{""fulfillment"": ""Next Day"", ""inventory_bucket"": ""MEDIUM"", ""seller_score"": 4.89, ""estimated_cost_price"": 761.93}",INR,847,111,53
401,"{""fulfillment"": ""Fast Delivery"", ""inventory_bucket"": ""LOW"", ""seller_score"": 4.25, ""estimated_cost_price"": 1069.46}",INR,1287,112,26
402,"{""fulfillment"": ""Seller Fulfilled"", ""inventory_bucket"": ""HIGH"", ""seller_score"": 4.41, ""estimated_cost_price"": 1174.54}",INR,1462,112,25
403,"{""fulfillment"": ""Fast Delivery"", ""inventory_bucket"": ""LOW"", ""seller_score"": 4.64, ""estimated_cost_price"": 987.06}",INR,1108,112,54
404,"{""fulfillment"": ""Seller Fulfilled"", ""inventory_bucket"": ""MEDIUM"", ""seller_score"": 4.54, ""estimated_cost_price"": 560.87}",INR,642,113,13
405,"{""fulfillment"": ""Next Day"", ""inventory_bucket"": ""HIGH"", ""seller_score"": 4.56, ""estimated_cost_price"": 503.64}",INR,567,113,17
406,"{""fulfillment"": ""Standard Delivery"", ""inventory_bucket"": ""LOW"", ""seller_score"": 3.85, ""estimated_cost_price"": 465.24}",INR,581,113,45
407,"{""fulfillment"": ""Seller Fulfilled"", ""inventory_bucket"": ""MEDIUM"", ""seller_score"": 4.08, ""estimated_cost_price"": 493.54}",INR,541,113,55
408,"{""fulfillment"": ""Fast Delivery"", ""inventory_bucket"": ""HIGH"", ""seller_score"": 3.86, ""estimated_cost_price"": 477.17}",INR,607,113,11
409,"{""fulfillment"": ""Next Day"", ""inventory_bucket"": ""MEDIUM"", ""seller_score"": 4.81, ""estimated_cost_price"": 12252.76}",INR,14069,114,1
410,"{""fulfillment"": ""Next Day"", ""inventory_bucket"": ""LOW"", ""seller_score"": 4.54, ""estimated_cost_price"": 11126.95}",INR,13780,114,46
411,"{""fulfillment"": ""Standard Delivery"", ""inventory_bucket"": ""MEDIUM"", ""seller_score"": 4.45, ""estimated_cost_price"": 1705.13}",INR,2058,115,46
412,"{""fulfillment"": ""Next Day"", ""inventory_bucket"": ""MEDIUM"", ""seller_score"": 4.71, ""estimated_cost_price"": 1729.2}",INR,1900,115,14
413,"{""fulfillment"": ""Fast Delivery"", ""inventory_bucket"": ""MEDIUM"", ""seller_score"": 4.58, ""estimated_cost_price"": 1537.97}",INR,1661,115,13
414,"{""fulfillment"": ""Standard Delivery"", ""inventory_bucket"": ""HIGH"", ""seller_score"": 3.89, ""estimated_cost_price"": 1104.81}",INR,1307,116,39
415,"{""fulfillment"": ""Fast Delivery"", ""inventory_bucket"": ""MEDIUM"", ""seller_score"": 3.99, ""estimated_cost_price"": 986.96}",INR,1085,116,14
416,"{""fulfillment"": ""Fast Delivery"", ""inventory_bucket"": ""MEDIUM"", ""seller_score"": 4.14, ""estimated_cost_price"": 1220.73}",INR,1398,116,53
417,"{""fulfillment"": ""Fast Delivery"", ""inventory_bucket"": ""HIGH"", ""seller_score"": 4.56, ""estimated_cost_price"": 714.12}",INR,854,117,2
418,"{""fulfillment"": ""Next Day"", ""inventory_bucket"": ""LOW"", ""seller_score"": 4.11, ""estimated_cost_price"": 786.78}",INR,854,117,19
419,"{""fulfillment"": ""Standard Delivery"", ""inventory_bucket"": ""HIGH"", ""seller_score"": 4.44, ""estimated_cost_price"": 667.3}",INR,785,117,17
420,"{""fulfillment"": ""Next Day"", ""inventory_bucket"": ""HIGH"", ""seller_score"": 4.7, ""estimated_cost_price"": 236.7}",INR,286,118,6
421,"{""fulfillment"": ""Fast Delivery"", ""inventory_bucket"": ""HIGH"", ""seller_score"": 4.44, ""estimated_cost_price"": 242.68}",INR,301,118,1
422,"{""fulfillment"": ""Next Day"", ""inventory_bucket"": ""HIGH"", ""seller_score"": 4.8, ""estimated_cost_price"": 250.27}",INR,288,118,31
423,"{""fulfillment"": ""Next Day"", ""inventory_bucket"": ""HIGH"", ""seller_score"": 4.63, ""estimated_cost_price"": 218.33}",INR,253,118,9
424,"{""fulfillment"": ""Standard Delivery"", ""inventory_bucket"": ""LOW"", ""seller_score"": 3.87, ""estimated_cost_price"": 240.17}",INR,278,118,21
425,"{""fulfillment"": ""Seller Fulfilled"", ""inventory_bucket"": ""MEDIUM"", ""seller_score"": 3.93, ""estimated_cost_price"": 1294.04}",INR,1501,119,36
426,"{""fulfillment"": ""Fast Delivery"", ""inventory_bucket"": ""MEDIUM"", ""seller_score"": 4.83, ""estimated_cost_price"": 1453.51}",INR,1806,119,4
427,"{""fulfillment"": ""Seller Fulfilled"", ""inventory_bucket"": ""LOW"", ""seller_score"": 3.94, ""estimated_cost_price"": 4520.41}",INR,5188,120,39
428,"{""fulfillment"": ""Standard Delivery"", ""inventory_bucket"": ""HIGH"", ""seller_score"": 4.43, ""estimated_cost_price"": 3523.52}",INR,4420,120,43
429,"{""fulfillment"": ""Next Day"", ""inventory_bucket"": ""MEDIUM"", ""seller_score"": 3.96, ""estimated_cost_price"": 4329.62}",INR,4933,120,52
430,"{""fulfillment"": ""Next Day"", ""inventory_bucket"": ""HIGH"", ""seller_score"": 3.89, ""estimated_cost_price"": 3863.55}",INR,4813,120,46
431,"{""fulfillment"": ""Fast Delivery"", ""inventory_bucket"": ""MEDIUM"", ""seller_score"": 4.87, ""estimated_cost_price"": 813.28}",INR,1021,121,9
432,"{""fulfillment"": ""Fast Delivery"", ""inventory_bucket"": ""HIGH"", ""seller_score"": 4.33, ""estimated_cost_price"": 678.64}",INR,824,121,36
433,"{""fulfillment"": ""Next Day"", ""inventory_bucket"": ""MEDIUM"", ""seller_score"": 4.28, ""estimated_cost_price"": 884.17}",INR,978,121,3
434,"{""fulfillment"": ""Next Day"", ""inventory_bucket"": ""LOW"", ""seller_score"": 3.85, ""estimated_cost_price"": 747.74}",INR,874,121,38
435,"{""fulfillment"": ""Next Day"", ""inventory_bucket"": ""LOW"", ""seller_score"": 4.66, ""estimated_cost_price"": 686.65}",INR,828,122,21
436,"{""fulfillment"": ""Standard Delivery"", ""inventory_bucket"": ""LOW"", ""seller_score"": 4.0, ""estimated_cost_price"": 634.0}",INR,757,122,46
437,"{""fulfillment"": ""Standard Delivery"", ""inventory_bucket"": ""HIGH"", ""seller_score"": 3.98, ""estimated_cost_price"": 915.14}",INR,1069,123,3
438,"{""fulfillment"": ""Standard Delivery"", ""inventory_bucket"": ""MEDIUM"", ""seller_score"": 4.72, ""estimated_cost_price"": 865.71}",INR,1001,123,9
439,"{""fulfillment"": ""Standard Delivery"", ""inventory_bucket"": ""MEDIUM"", ""seller_score"": 4.86, ""estimated_cost_price"": 883.05}",INR,1052,123,32
440,"{""fulfillment"": ""Standard Delivery"", ""inventory_bucket"": ""HIGH"", ""seller_score"": 4.73, ""estimated_cost_price"": 908.45}",INR,1153,123,54
441,"{""fulfillment"": ""Next Day"", ""inventory_bucket"": ""LOW"", ""seller_score"": 4.89, ""estimated_cost_price"": 4497.8}",INR,5180,124,28
442,"{""fulfillment"": ""Next Day"", ""inventory_bucket"": ""LOW"", ""seller_score"": 4.51, ""estimated_cost_price"": 3962.77}",INR,4811,124,11
443,"{""fulfillment"": ""Fast Delivery"", ""inventory_bucket"": ""LOW"", ""seller_score"": 4.46, ""estimated_cost_price"": 4171.41}",INR,5303,124,21
444,"{""fulfillment"": ""Seller Fulfilled"", ""inventory_bucket"": ""LOW"", ""seller_score"": 4.4, ""estimated_cost_price"": 5719.16}",INR,6952,124,48
445,"{""fulfillment"": ""Fast Delivery"", ""inventory_bucket"": ""HIGH"", ""seller_score"": 4.76, ""estimated_cost_price"": 4337.46}",INR,4893,125,3
446,"{""fulfillment"": ""Next Day"", ""inventory_bucket"": ""MEDIUM"", ""seller_score"": 4.6, ""estimated_cost_price"": 3487.01}",INR,3999,125,31
447,"{""fulfillment"": ""Seller Fulfilled"", ""inventory_bucket"": ""MEDIUM"", ""seller_score"": 4.26, ""estimated_cost_price"": 3918.1}",INR,4341,125,17
448,"{""fulfillment"": ""Next Day"", ""inventory_bucket"": ""MEDIUM"", ""seller_score"": 3.97, ""estimated_cost_price"": 2457.11}",INR,2719,126,29
449,"{""fulfillment"": ""Next Day"", ""inventory_bucket"": ""LOW"", ""seller_score"": 4.26, ""estimated_cost_price"": 2842.66}",INR,3345,126,23
450,"{""fulfillment"": ""Fast Delivery"", ""inventory_bucket"": ""MEDIUM"", ""seller_score"": 4.62, ""estimated_cost_price"": 4162.6}",INR,4671,127,8
451,"{""fulfillment"": ""Fast Delivery"", ""inventory_bucket"": ""LOW"", ""seller_score"": 4.61, ""estimated_cost_price"": 3870.06}",INR,4796,127,23
452,"{""fulfillment"": ""Standard Delivery"", ""inventory_bucket"": ""HIGH"", ""seller_score"": 3.81, ""estimated_cost_price"": 4384.5}",INR,4988,127,6
453,"{""fulfillment"": ""Fast Delivery"", ""inventory_bucket"": ""MEDIUM"", ""seller_score"": 3.9, ""estimated_cost_price"": 296.94}",INR,349,128,38
454,"{""fulfillment"": ""Seller Fulfilled"", ""inventory_bucket"": ""LOW"", ""seller_score"": 4.43, ""estimated_cost_price"": 256.47}",INR,321,128,1
455,"{""fulfillment"": ""Next Day"", ""inventory_bucket"": ""HIGH"", ""seller_score"": 4.1, ""estimated_cost_price"": 306.28}",INR,342,128,34
456,"{""fulfillment"": ""Standard Delivery"", ""inventory_bucket"": ""HIGH"", ""seller_score"": 3.9, ""estimated_cost_price"": 1061.68}",INR,1164,129,22
457,"{""fulfillment"": ""Seller Fulfilled"", ""inventory_bucket"": ""MEDIUM"", ""seller_score"": 4.54, ""estimated_cost_price"": 921.24}",INR,1115,129,2
458,"{""fulfillment"": ""Fast Delivery"", ""inventory_bucket"": ""LOW"", ""seller_score"": 4.55, ""estimated_cost_price"": 338.96}",INR,411,130,38
459,"{""fulfillment"": ""Seller Fulfilled"", ""inventory_bucket"": ""MEDIUM"", ""seller_score"": 4.08, ""estimated_cost_price"": 366.31}",INR,461,130,7
460,"{""fulfillment"": ""Next Day"", ""inventory_bucket"": ""MEDIUM"", ""seller_score"": 4.14, ""estimated_cost_price"": 409.93}",INR,505,130,54
461,"{""fulfillment"": ""Standard Delivery"", ""inventory_bucket"": ""HIGH"", ""seller_score"": 4.56, ""estimated_cost_price"": 439.76}",INR,542,130,21
462,"{""fulfillment"": ""Next Day"", ""inventory_bucket"": ""MEDIUM"", ""seller_score"": 4.14, ""estimated_cost_price"": 3572.21}",INR,4218,131,22
463,"{""fulfillment"": ""Fast Delivery"", ""inventory_bucket"": ""LOW"", ""seller_score"": 4.8, ""estimated_cost_price"": 3868.92}",INR,4785,131,3
464,"{""fulfillment"": ""Standard Delivery"", ""inventory_bucket"": ""MEDIUM"", ""seller_score"": 3.87, ""estimated_cost_price"": 401.47}",INR,461,132,52
465,"{""fulfillment"": ""Seller Fulfilled"", ""inventory_bucket"": ""HIGH"", ""seller_score"": 4.74, ""estimated_cost_price"": 299.92}",INR,375,132,42
466,"{""fulfillment"": ""Next Day"", ""inventory_bucket"": ""LOW"", ""seller_score"": 4.36, ""estimated_cost_price"": 938.61}",INR,1135,133,36
467,"{""fulfillment"": ""Next Day"", ""inventory_bucket"": ""MEDIUM"", ""seller_score"": 4.63, ""estimated_cost_price"": 994.39}",INR,1206,133,39
468,"{""fulfillment"": ""Seller Fulfilled"", ""inventory_bucket"": ""LOW"", ""seller_score"": 4.08, ""estimated_cost_price"": 1040.76}",INR,1265,134,16
469,"{""fulfillment"": ""Fast Delivery"", ""inventory_bucket"": ""LOW"", ""seller_score"": 4.72, ""estimated_cost_price"": 978.52}",INR,1090,134,50
470,"{""fulfillment"": ""Next Day"", ""inventory_bucket"": ""MEDIUM"", ""seller_score"": 4.58, ""estimated_cost_price"": 887.46}",INR,1106,134,26
471,"{""fulfillment"": ""Standard Delivery"", ""inventory_bucket"": ""MEDIUM"", ""seller_score"": 4.25, ""estimated_cost_price"": 6952.15}",INR,7665,135,42
472,"{""fulfillment"": ""Next Day"", ""inventory_bucket"": ""HIGH"", ""seller_score"": 4.13, ""estimated_cost_price"": 8163.98}",INR,10355,135,49
473,"{""fulfillment"": ""Standard Delivery"", ""inventory_bucket"": ""HIGH"", ""seller_score"": 4.18, ""estimated_cost_price"": 7991.94}",INR,9202,135,10
474,"{""fulfillment"": ""Fast Delivery"", ""inventory_bucket"": ""MEDIUM"", ""seller_score"": 3.88, ""estimated_cost_price"": 7596.32}",INR,8584,135,8
475,"{""fulfillment"": ""Fast Delivery"", ""inventory_bucket"": ""MEDIUM"", ""seller_score"": 4.26, ""estimated_cost_price"": 2481.61}",INR,3002,136,54
476,"{""fulfillment"": ""Next Day"", ""inventory_bucket"": ""MEDIUM"", ""seller_score"": 4.81, ""estimated_cost_price"": 2648.72}",INR,3091,136,24
477,"{""fulfillment"": ""Next Day"", ""inventory_bucket"": ""MEDIUM"", ""seller_score"": 4.62, ""estimated_cost_price"": 600.09}",INR,749,137,18
478,"{""fulfillment"": ""Fast Delivery"", ""inventory_bucket"": ""MEDIUM"", ""seller_score"": 4.18, ""estimated_cost_price"": 695.59}",INR,823,137,37
479,"{""fulfillment"": ""Next Day"", ""inventory_bucket"": ""LOW"", ""seller_score"": 4.01, ""estimated_cost_price"": 503.73}",INR,549,137,39
480,"{""fulfillment"": ""Seller Fulfilled"", ""inventory_bucket"": ""HIGH"", ""seller_score"": 4.75, ""estimated_cost_price"": 575.87}",INR,721,137,28
481,"{""fulfillment"": ""Standard Delivery"", ""inventory_bucket"": ""MEDIUM"", ""seller_score"": 4.39, ""estimated_cost_price"": 778.41}",INR,879,137,6
482,"{""fulfillment"": ""Fast Delivery"", ""inventory_bucket"": ""MEDIUM"", ""seller_score"": 4.7, ""estimated_cost_price"": 247.73}",INR,279,138,42
483,"{""fulfillment"": ""Seller Fulfilled"", ""inventory_bucket"": ""MEDIUM"", ""seller_score"": 4.41, ""estimated_cost_price"": 273.17}",INR,305,138,44
484,"{""fulfillment"": ""Next Day"", ""inventory_bucket"": ""MEDIUM"", ""seller_score"": 4.85, ""estimated_cost_price"": 302.28}",INR,333,138,46
485,"{""fulfillment"": ""Standard Delivery"", ""inventory_bucket"": ""LOW"", ""seller_score"": 3.94, ""estimated_cost_price"": 2098.04}",INR,2532,139,52
486,"{""fulfillment"": ""Fast Delivery"", ""inventory_bucket"": ""HIGH"", ""seller_score"": 4.75, ""estimated_cost_price"": 1982.78}",INR,2239,139,31
487,"{""fulfillment"": ""Standard Delivery"", ""inventory_bucket"": ""HIGH"", ""seller_score"": 4.78, ""estimated_cost_price"": 162.95}",INR,203,140,54
488,"{""fulfillment"": ""Seller Fulfilled"", ""inventory_bucket"": ""HIGH"", ""seller_score"": 3.98, ""estimated_cost_price"": 151.12}",INR,184,140,16
489,"{""fulfillment"": ""Seller Fulfilled"", ""inventory_bucket"": ""LOW"", ""seller_score"": 4.22, ""estimated_cost_price"": 159.05}",INR,175,140,34
490,"{""fulfillment"": ""Seller Fulfilled"", ""inventory_bucket"": ""HIGH"", ""seller_score"": 4.23, ""estimated_cost_price"": 168.74}",INR,188,140,28
491,"{""fulfillment"": ""Standard Delivery"", ""inventory_bucket"": ""MEDIUM"", ""seller_score"": 4.49, ""estimated_cost_price"": 3984.75}",INR,4577,141,27
492,"{""fulfillment"": ""Standard Delivery"", ""inventory_bucket"": ""HIGH"", ""seller_score"": 4.17, ""estimated_cost_price"": 3991.66}",INR,4366,141,7
493,"{""fulfillment"": ""Seller Fulfilled"", ""inventory_bucket"": ""HIGH"", ""seller_score"": 4.02, ""estimated_cost_price"": 4694.09}",INR,5194,141,30
494,"{""fulfillment"": ""Seller Fulfilled"", ""inventory_bucket"": ""LOW"", ""seller_score"": 4.32, ""estimated_cost_price"": 4212.42}",INR,4721,141,43
495,"{""fulfillment"": ""Next Day"", ""inventory_bucket"": ""LOW"", ""seller_score"": 4.15, ""estimated_cost_price"": 4040.64}",INR,4922,141,47
496,"{""fulfillment"": ""Seller Fulfilled"", ""inventory_bucket"": ""MEDIUM"", ""seller_score"": 4.8, ""estimated_cost_price"": 396.08}",INR,435,142,54
497,"{""fulfillment"": ""Standard Delivery"", ""inventory_bucket"": ""MEDIUM"", ""seller_score"": 4.62, ""estimated_cost_price"": 398.54}",INR,447,142,26
498,"{""fulfillment"": ""Next Day"", ""inventory_bucket"": ""HIGH"", ""seller_score"": 4.21, ""estimated_cost_price"": 399.3}",INR,457,142,3
499,"{""fulfillment"": ""Fast Delivery"", ""inventory_bucket"": ""LOW"", ""seller_score"": 4.31, ""estimated_cost_price"": 1187.17}",INR,1343,143,40
500,"{""fulfillment"": ""Seller Fulfilled"", ""inventory_bucket"": ""HIGH"", ""seller_score"": 4.19, ""estimated_cost_price"": 1063.98}",INR,1253,143,52
501,"{""fulfillment"": ""Standard Delivery"", ""inventory_bucket"": ""HIGH"", ""seller_score"": 4.67, ""estimated_cost_price"": 1221.79}",INR,1408,143,17
502,"{""fulfillment"": ""Seller Fulfilled"", ""inventory_bucket"": ""MEDIUM"", ""seller_score"": 4.54, ""estimated_cost_price"": 1229.06}",INR,1426,143,22
