id,attributes,brand,description,name,sku,category_id
160,"{""rating"": 4.4, ""color"": ""Pink"", ""variant"": ""White"", ""is_prime_eligible"": true, ""warranty_months"": 24, ""amazon_style_tag"": null}",Surf Excel,Surf Excel Peanut Butter Plus White in Groceries category with marketplace-style pricing dynamics and seasonal demand shifts.,Surf Excel Peanut Butter Plus White,G-SURF-SEPB-0160,5
161,"{""rating"": 3.7, ""color"": ""Grey"", ""variant"": ""Blue"", ""is_prime_eligible"": true, ""warranty_months"": 6, ""amazon_style_tag"": ""Top Rated""}",Yonex,Yonex Dumbbell Pair Ultra Blue in Sports category with marketplace-style pricing dynamics and seasonal demand shifts.,Yonex Dumbbell Pair Ultra Blue,S-YONE-YDPU-0161,7
162,"{""rating"": 4.0, ""color"": ""Grey"", ""variant"": ""Pink"", ""is_prime_eligible"": true, ""warranty_months"": 12, ""amazon_style_tag"": null}",Roadster,Roadster Sneakers Max Pink in Fashion category with marketplace-style pricing dynamics and seasonal demand shifts.,Roadster Sneakers Max Pink,F-ROAD-RSMP-0162,3
163,"{""rating"": 3.9, ""color"": ""Silver"", ""variant"": ""Red"", ""is_prime_eligible"": true, ""warranty_months"": 6, ""amazon_style_tag"": ""Recommended""}",JBL,JBL Portable SSD Air Red in Electronics category with marketplace-style pricing dynamics and seasonal demand shifts.,JBL Portable SSD Air Red,E-JBL-JPSA-0163,1
164,"{""rating"": 3.9, ""color"": ""Silver"", ""variant"": ""5kg"", ""is_prime_eligible"": false, ""warranty_months"": 12, ""amazon_style_tag"": ""Recommended""}",Biotique,Biotique Face Serum Air 5kg in Beauty category with marketplace-style pricing dynamics and seasonal demand shifts.,Biotique Face Serum Air 5kg,B-BIOT-BFSA-0164,4
165,"{""rating"": 4.7, ""color"": ""Black"", ""variant"": ""42mm"", ""is_prime_eligible"": false, ""warranty_months"": 12, ""amazon_style_tag"": ""Best Seller""}",Milton,Milton Vacuum Flask Max 42mm in Home & Kitchen category with marketplace-style pricing dynamics and seasonal demand shifts.,Milton Vacuum Flask Max 42mm,H&K-MILT-MVFM-0165,2
166,"{""rating"": 4.2, ""color"": ""Silver"", ""variant"": ""Red"", ""is_prime_eligible"": false, ""warranty_months"": 24, ""amazon_style_tag"": null}",Mamaearth,Mamaearth Beard Trimmer Lite Red in Beauty category with marketplace-style pricing dynamics and seasonal demand shifts.,Mamaearth Beard Trimmer Lite Red,B-MAMA-MBTL-0166,4
167,"{""rating"": 3.7, ""color"": ""Grey"", ""variant"": ""Small"", ""is_prime_eligible"": true, ""warranty_months"": 6, ""amazon_style_tag"": ""Best Seller""}",Cello,Cello Lunch Box Max Small in Home & Kitchen category with marketplace-style pricing dynamics and seasonal demand shifts.,Cello Lunch Box Max Small,H&K-CELL-CLBM-0167,2
168,"{""rating"": 4.4, ""color"": ""Green"", ""variant"": ""128GB"", ""is_prime_eligible"": true, ""warranty_months"": 6, ""amazon_style_tag"": ""Top Rated""}",O'Reilly,O'Reilly DBMS Interview Guide Prime 128GB in Books category with marketplace-style pricing dynamics and seasonal demand shifts.,O'Reilly DBMS Interview Guide Prime 128GB,B-OREI-ODIG-0168,6
169,"{""rating"": 4.8, ""color"": ""Black"", ""variant"": ""Red"", ""is_prime_eligible"": true, ""warranty_months"": 12, ""amazon_style_tag"": ""Top Rated""}",Philips,Philips Induction Cooktop Edge Red in Home & Kitchen category with marketplace-style pricing dynamics and seasonal demand shifts.,Philips Induction Cooktop Edge Red,H&K-PHIL-PICE-0169,2
170,"{""rating"": 4.5, ""color"": ""White"", ""variant"": ""Pink"", ""is_prime_eligible"": true, ""warranty_months"": 6, ""amazon_style_tag"": ""Top Rated""}",Pigeon,Pigeon Electric Kettle Pro Pink in Home & Kitchen category with marketplace-style pricing dynamics and seasonal demand shifts.,Pigeon Electric Kettle Pro Pink,H&K-PIGE-PEKP-0170,2
171,"{""rating"": 3.6, ""color"": ""Green"", ""variant"": ""42mm"", ""is_prime_eligible"": true, ""warranty_months"": 12, ""amazon_style_tag"": ""Limited Deal""}",Penguin,Penguin Python Programming Book Edge 42mm in Books category with marketplace-style pricing dynamics and seasonal demand shifts.,Penguin Python Programming Book Edge 42mm,B-PENG-PPPB-0171,6
172,"{""rating"": 3.9, ""color"": ""White"", ""variant"": ""42mm"", ""is_prime_eligible"": true, ""warranty_months"": 24, ""amazon_style_tag"": null}",Dettol,Dettol Instant Noodles Pack Neo 42mm in Groceries category with marketplace-style pricing dynamics and seasonal demand shifts.,Dettol Instant Noodles Pack Neo 42mm,G-DETT-DINP-0172,5
173,"{""rating"": 4.5, ""color"": ""Red"", ""variant"": ""Green"", ""is_prime_eligible"": true, ""warranty_months"": 12, ""amazon_style_tag"": ""Best Seller""}",McGraw Hill,McGraw Hill Data Structures Guide Ultra Green in Books category with marketplace-style pricing dynamics and seasonal demand shifts.,McGraw Hill Data Structures Guide Ultra Green,B-MCGR-MHDS-0173,6
174,"{""rating"": 3.9, ""color"": ""Red"", ""variant"": ""256GB"", ""is_prime_eligible"": true, ""warranty_months"": 6, ""amazon_style_tag"": ""Best Seller""}",Dove,Dove Face Wash Max 256GB in Beauty category with marketplace-style pricing dynamics and seasonal demand shifts.,Dove Face Wash Max 256GB,B-DOVE-DFWM-0174,4
175,"{""rating"": 4.3, ""color"": ""Green"", ""variant"": ""5kg"", ""is_prime_eligible"": false, ""warranty_months"": 6, ""amazon_style_tag"": ""Limited Deal""}",Roadster,Roadster Cotton T-Shirt Core 5kg in Fashion category with marketplace-style pricing dynamics and seasonal demand shifts.,Roadster Cotton T-Shirt Core 5kg,F-ROAD-RCTC-0175,3
176,"{""rating"": 4.4, ""color"": ""Red"", ""variant"": ""Blue"", ""is_prime_eligible"": true, ""warranty_months"": 24, ""amazon_style_tag"": ""Recommended""}",Wonderchef,Wonderchef Storage Container Set Pro Blue in Home & Kitchen category with marketplace-style pricing dynamics and seasonal demand shifts.,Wonderchef Storage Container Set Pro Blue,H&K-WOND-WSCS-0176,2
177,"{""rating"": 3.8, ""color"": ""Red"", ""variant"": ""128GB"", ""is_prime_eligible"": true, ""warranty_months"": 12, ""amazon_style_tag"": ""Best Seller""}",HarperCollins,HarperCollins Data Structures Guide Prime 128GB in Books category with marketplace-style pricing dynamics and seasonal demand shifts.,HarperCollins Data Structures Guide Prime 128GB,B-HARP-HDSG-0177,6
178,"{""rating"": 4.1, ""color"": ""Silver"", ""variant"": ""10kg"", ""is_prime_eligible"": true, ""warranty_months"": 12, ""amazon_style_tag"": ""Recommended""}",Pearson,Pearson DBMS Interview Guide Pro 10kg in Books category with marketplace-style pricing dynamics and seasonal demand shifts.,Pearson DBMS Interview Guide Pro 10kg,B-PEAR-PDIG-0178,6
179,"{""rating"": 3.0, ""color"": ""Silver"", ""variant"": ""5kg"", ""is_prime_eligible"": false, ""warranty_months"": 12, ""amazon_style_tag"": null}",HarperCollins,HarperCollins Machine Learning Handbook Core 5kg in Books category with marketplace-style pricing dynamics and seasonal demand shifts.,HarperCollins Machine Learning Handbook Core 5kg,B-HARP-HMLH-0179,6
180,"{""rating"": 3.7, ""color"": ""White"", ""variant"": ""Large"", ""is_prime_eligible"": true, ""warranty_months"": 12, ""amazon_style_tag"": null}",Borosil,Borosil Cookware Set Air Large in Home & Kitchen category with marketplace-style pricing dynamics and seasonal demand shifts.,Borosil Cookware Set Air Large,H&K-BORO-BCSA-0180,2
181,"{""rating"": 4.0, ""color"": ""White"", ""variant"": ""Medium"", ""is_prime_eligible"": false, ""warranty_months"": 12, ""amazon_style_tag"": null}",Maggi,Maggi Green Tea Pack Lite Medium in Groceries category with marketplace-style pricing dynamics and seasonal demand shifts.,Maggi Green Tea Pack Lite Medium,G-MAGG-MGTP-0181,5
182,"{""rating"": 3.7, ""color"": ""Blue"", ""variant"": ""10kg"", ""is_prime_eligible"": true, ""warranty_months"": 12, ""amazon_style_tag"": ""Limited Deal""}",Philips,Philips Electric Kettle Neo 10kg in Home & Kitchen category with marketplace-style pricing dynamics and seasonal demand shifts.,Philips Electric Kettle Neo 10kg,H&K-PHIL-PEKN-0182,2
183,"{""rating"": 4.7, ""color"": ""Pink"", ""variant"": ""1L"", ""is_prime_eligible"": true, ""warranty_months"": 12, ""amazon_style_tag"": ""Limited Deal""}",Penguin,Penguin Aptitude Preparation Book Core 1L in Books category with marketplace-style pricing dynamics and seasonal demand shifts.,Penguin Aptitude Preparation Book Core 1L,B-PENG-PAPB-0183,6
184,"{""rating"": 3.6, ""color"": ""Silver"", ""variant"": ""Small"", ""is_prime_eligible"": true, ""warranty_months"": 12, ""amazon_style_tag"": ""Best Seller""}",Sony,Sony Smart Watch Pro Small in Electronics category with marketplace-style pricing dynamics and seasonal demand shifts.,Sony Smart Watch Pro Small,E-SONY-SSWP-0184,1
185,"{""rating"": 3.9, ""color"": ""Green"", ""variant"": ""5kg"", ""is_prime_eligible"": true, ""warranty_months"": 24, ""amazon_style_tag"": ""Recommended""}",Puma,Puma Backpack Lite 5kg in Fashion category with marketplace-style pricing dynamics and seasonal demand shifts.,Puma Backpack Lite 5kg,F-PUMA-PBL5-0185,3
186,"{""rating"": 4.1, ""color"": ""Grey"", ""variant"": ""Pink"", ""is_prime_eligible"": true, ""warranty_months"": 12, ""amazon_style_tag"": ""Recommended""}",Maybelline,Maybelline Body Lotion Plus Pink in Beauty category with marketplace-style pricing dynamics and seasonal demand shifts.,Maybelline Body Lotion Plus Pink,B-MAYB-MBLP-0186,4
187,"{""rating"": 4.6, ""color"": ""Pink"", ""variant"": ""Green"", ""is_prime_eligible"": true, ""warranty_months"": 24, ""amazon_style_tag"": ""Limited Deal""}",Cello,Cello Lunch Box Max Green in Home & Kitchen category with marketplace-style pricing dynamics and seasonal demand shifts.,Cello Lunch Box Max Green,H&K-CELL-CLBM-0187,2
188,"{""rating"": 3.6, ""color"": ""Green"", ""variant"": ""256GB"", ""is_prime_eligible"": false, ""warranty_months"": 6, ""amazon_style_tag"": null}",Nivea,Nivea Face Wash Air 256GB in Beauty category with marketplace-style pricing dynamics and seasonal demand shifts.,Nivea Face Wash Air 256GB,B-NIVE-NFWA-0188,4
189,"{""rating"": 4.5, ""color"": ""Grey"", ""variant"": ""Pink"", ""is_prime_eligible"": true, ""warranty_months"": 24, ""amazon_style_tag"": null}",Mi,Mi 1080p Webcam Pro Pink in Electronics category with marketplace-style pricing dynamics and seasonal demand shifts.,Mi 1080p Webcam Pro Pink,E-MI-M1WP-0189,1
190,"{""rating"": 4.1, ""color"": ""Grey"", ""variant"": ""Medium"", ""is_prime_eligible"": true, ""warranty_months"": 12, ""amazon_style_tag"": ""Recommended""}",Adidas,Adidas Badminton Racket Plus Medium in Sports category with marketplace-style pricing dynamics and seasonal demand shifts.,Adidas Badminton Racket Plus Medium,S-ADID-ABRP-0190,7
191,"{""rating"": 3.8, ""color"": ""White"", ""variant"": ""Blue"", ""is_prime_eligible"": false, ""warranty_months"": 24, ""amazon_style_tag"": ""Best Seller""}",Borosil,Borosil Cookware Set Air Blue in Home & Kitchen category with marketplace-style pricing dynamics and seasonal demand shifts.,Borosil Cookware Set Air Blue,H&K-BORO-BCSA-0191,2
192,"{""rating"": 4.3, ""color"": ""Grey"", ""variant"": ""10kg"", ""is_prime_eligible"": false, ""warranty_months"": 12, ""amazon_style_tag"": ""Recommended""}",McGraw Hill,McGraw Hill Machine Learning Handbook Lite 10kg in Books category with marketplace-style pricing dynamics and seasonal demand shifts.,McGraw Hill Machine Learning Handbook Lite 10kg,B-MCGR-MHML-0192,6
193,"{""rating"": 4.2, ""color"": ""Blue"", ""variant"": ""Grey"", ""is_prime_eligible"": true, ""warranty_months"": 12, ""amazon_style_tag"": ""Limited Deal""}",Sony,Sony 1080p Webcam Air Grey in Electronics category with marketplace-style pricing dynamics and seasonal demand shifts.,Sony 1080p Webcam Air Grey,E-SONY-S1WA-0193,1
194,"{""rating"": 3.9, ""color"": ""Green"", ""variant"": ""Silver"", ""is_prime_eligible"": true, ""warranty_months"": 24, ""amazon_style_tag"": null}",Arihant,Arihant Machine Learning Handbook Max Silver in Books category with marketplace-style pricing dynamics and seasonal demand shifts.,Arihant Machine Learning Handbook Max Silver,B-ARIH-AMLH-0194,6
195,"{""rating"": 4.1, ""color"": ""White"", ""variant"": ""256GB"", ""is_prime_eligible"": true, ""warranty_months"": 12, ""amazon_style_tag"": ""Limited Deal""}",Fortune,Fortune Detergent Powder 2kg Neo 256GB in Groceries category with marketplace-style pricing dynamics and seasonal demand shifts.,Fortune Detergent Powder 2kg Neo 256GB,G-FORT-FDP2-0195,5
196,"{""rating"": 4.0, ""color"": ""Red"", ""variant"": ""1L"", ""is_prime_eligible"": false, ""warranty_months"": 12, ""amazon_style_tag"": ""Limited Deal""}",Cosco,Cosco Yoga Mat Pro 1L in Sports category with marketplace-style pricing dynamics and seasonal demand shifts.,Cosco Yoga Mat Pro 1L,S-COSC-CYMP-0196,7
197,"{""rating"": 4.1, ""color"": ""Pink"", ""variant"": ""Small"", ""is_prime_eligible"": false, ""warranty_months"": 24, ""amazon_style_tag"": null}",Sony,Sony USB-C Charger Pro Small in Electronics category with marketplace-style pricing dynamics and seasonal demand shifts.,Sony USB-C Charger Pro Small,E-SONY-SUCP-0197,1
198,"{""rating"": 4.3, ""color"": ""Pink"", ""variant"": ""Pink"", ""is_prime_eligible"": false, ""warranty_months"": 24, ""amazon_style_tag"": ""Recommended""}",Yonex,Yonex Dumbbell Pair Edge Pink in Sports category with marketplace-style pricing dynamics and seasonal demand shifts.,Yonex Dumbbell Pair Edge Pink,S-YONE-YDPE-0198,7
199,"{""rating"": 4.7, ""color"": ""Red"", ""variant"": ""Pink"", ""is_prime_eligible"": true, ""warranty_months"": 6, ""amazon_style_tag"": ""Limited Deal""}",HP,HP Noise Cancelling Headphones Pro Pink in Electronics category with marketplace-style pricing dynamics and seasonal demand shifts.,HP Noise Cancelling Headphones Pro Pink,E-HP-HNCH-0199,1
200,"{""rating"": 3.7, ""color"": ""Red"", ""variant"": ""Red"", ""is_prime_eligible"": true, ""warranty_months"": 6, ""amazon_style_tag"": ""Best Seller""}",Prestige,Prestige Vacuum Flask Pro Red in Home & Kitchen category with marketplace-style pricing dynamics and seasonal demand shifts.,Prestige Vacuum Flask Pro Red,H&K-PRES-PVFP-0200,2
201,"{""rating"": 4.8, ""color"": ""White"", ""variant"": ""Medium"", ""is_prime_eligible"": false, ""warranty_months"": 12, ""amazon_style_tag"": ""Best Seller""}",OnePlus,OnePlus Smart Watch Lite Medium in Electronics category with marketplace-style pricing dynamics and seasonal demand shifts.,OnePlus Smart Watch Lite Medium,E-ONEP-OSWL-0201,1
202,"{""rating"": 3.4, ""color"": ""Blue"", ""variant"": ""256GB"", ""is_prime_eligible"": false, ""warranty_months"": 6, ""amazon_style_tag"": ""Top Rated""}",Noise,Noise Mechanical Keyboard Prime 256GB in Electronics category with marketplace-style pricing dynamics and seasonal demand shifts.,Noise Mechanical Keyboard Prime 256GB,E-NOIS-NMKP-0202,1
203,"{""rating"": 4.0, ""color"": ""Grey"", ""variant"": ""Large"", ""is_prime_eligible"": true, ""warranty_months"": 12, ""amazon_style_tag"": null}",Maybelline,Maybelline Shampoo Ultra Large in Beauty category with marketplace-style pricing dynamics and seasonal demand shifts.,Maybelline Shampoo Ultra Large,B-MAYB-MSUL-0203,4
204,"{""rating"": 4.3, ""color"": ""Red"", ""variant"": ""White"", ""is_prime_eligible"": false, ""warranty_months"": 12, ""amazon_style_tag"": ""Top Rated""}",Apple,Apple Noise Cancelling Headphones Neo White in Electronics category with marketplace-style pricing dynamics and seasonal demand shifts.,Apple Noise Cancelling Headphones Neo White,E-APPL-ANCH-0204,1
205,"{""rating"": 4.2, ""color"": ""Pink"", ""variant"": ""Red"", ""is_prime_eligible"": false, ""warranty_months"": 24, ""amazon_style_tag"": ""Limited Deal""}",Dettol,Dettol Peanut Butter Prime Red in Groceries category with marketplace-style pricing dynamics and seasonal demand shifts.,Dettol Peanut Butter Prime Red,G-DETT-DPBP-0205,5
206,"{""rating"": 3.9, ""color"": ""Black"", ""variant"": ""Black"", ""is_prime_eligible"": false, ""warranty_months"": 6, ""amazon_style_tag"": ""Limited Deal""}",Fortune,Fortune Instant Noodles Pack Plus Black in Groceries category with marketplace-style pricing dynamics and seasonal demand shifts.,Fortune Instant Noodles Pack Plus Black,G-FORT-FINP-0206,5
207,"{""rating"": 4.0, ""color"": ""Green"", ""variant"": ""Blue"", ""is_prime_eligible"": true, ""warranty_months"": 6, ""amazon_style_tag"": ""Limited Deal""}",Nike,Nike Tennis Balls Set Core Blue in Sports category with marketplace-style pricing dynamics and seasonal demand shifts.,Nike Tennis Balls Set Core Blue,S-NIKE-NTBS-0207,7
208,"{""rating"": 3.9, ""color"": ""Green"", ""variant"": ""Medium"", ""is_prime_eligible"": true, ""warranty_months"": 6, ""amazon_style_tag"": ""Top Rated""}",Pearson,Pearson Python Programming Book Max Medium in Books category with marketplace-style pricing dynamics and seasonal demand shifts.,Pearson Python Programming Book Max Medium,B-PEAR-PPPB-0208,6
209,"{""rating"": 3.9, ""color"": ""Silver"", ""variant"": ""Black"", ""is_prime_eligible"": true, ""warranty_months"": 12, ""amazon_style_tag"": ""Recommended""}",Roadster,Roadster Sunglasses Air Black in Fashion category with marketplace-style pricing dynamics and seasonal demand shifts.,Roadster Sunglasses Air Black,F-ROAD-RSAB-0209,3
210,"{""rating"": 4.4, ""color"": ""Pink"", ""variant"": ""42mm"", ""is_prime_eligible"": true, ""warranty_months"": 24, ""amazon_style_tag"": ""Recommended""}",Biotique,Biotique Face Wash Lite 42mm in Beauty category with marketplace-style pricing dynamics and seasonal demand shifts.,Biotique Face Wash Lite 42mm,B-BIOT-BFWL-0210,4
211,"{""rating"": 4.2, ""color"": ""Black"", ""variant"": ""Large"", ""is_prime_eligible"": true, ""warranty_months"": 12, ""amazon_style_tag"": ""Top Rated""}",Penguin,Penguin Python Programming Book Air Large in Books category with marketplace-style pricing dynamics and seasonal demand shifts.,Penguin Python Programming Book Air Large,B-PENG-PPPB-0211,6
212,"{""rating"": 3.9, ""color"": ""White"", ""variant"": ""Large"", ""is_prime_eligible"": false, ""warranty_months"": 12, ""amazon_style_tag"": null}",Sony,Sony Power Bank Pro Large in Electronics category with marketplace-style pricing dynamics and seasonal demand shifts.,Sony Power Bank Pro Large,E-SONY-SPBP-0212,1
213,"{""rating"": 4.4, ""color"": ""Grey"", ""variant"": ""Blue"", ""is_prime_eligible"": true, ""warranty_months"": 24, ""amazon_style_tag"": ""Limited Deal""}",Noise,Noise Laptop Stand Prime Blue in Electronics category with marketplace-style pricing dynamics and seasonal demand shifts.,Noise Laptop Stand Prime Blue,E-NOIS-NLSP-0213,1
214,"{""rating"": 4.2, ""color"": ""White"", ""variant"": ""5kg"", ""is_prime_eligible"": true, ""warranty_months"": 12, ""amazon_style_tag"": ""Best Seller""}",Zara,Zara Leather Wallet Plus 5kg in Fashion category with marketplace-style pricing dynamics and seasonal demand shifts.,Zara Leather Wallet Plus 5kg,F-ZARA-ZLWP-0214,3
215,"{""rating"": 4.4, ""color"": ""Pink"", ""variant"": ""5kg"", ""is_prime_eligible"": true, ""warranty_months"": 12, ""amazon_style_tag"": ""Top Rated""}",Cosco,Cosco Football Edge 5kg in Sports category with marketplace-style pricing dynamics and seasonal demand shifts.,Cosco Football Edge 5kg,S-COSC-CFE5-0215,7
216,"{""rating"": 4.3, ""color"": ""Blue"", ""variant"": ""Large"", ""is_prime_eligible"": true, ""warranty_months"": 12, ""amazon_style_tag"": ""Best Seller""}",Dove,Dove Moisturizer Ultra Large in Beauty category with marketplace-style pricing dynamics and seasonal demand shifts.,Dove Moisturizer Ultra Large,B-DOVE-DMUL-0216,4
217,"{""rating"": 3.8, ""color"": ""Black"", ""variant"": ""Black"", ""is_prime_eligible"": true, ""warranty_months"": 12, ""amazon_style_tag"": ""Recommended""}",Nivea,Nivea Moisturizer Max Black in Beauty category with marketplace-style pricing dynamics and seasonal demand shifts.,Nivea Moisturizer Max Black,B-NIVE-NMMB-0217,4
218,"{""rating"": 3.9, ""color"": ""Red"", ""variant"": ""Black"", ""is_prime_eligible"": true, ""warranty_months"": 12, ""amazon_style_tag"": ""Limited Deal""}",Apple,Apple Portable SSD Ultra Black in Electronics category with marketplace-style pricing dynamics and seasonal demand shifts.,Apple Portable SSD Ultra Black,E-APPL-APSU-0218,1
219,"{""rating"": 4.4, ""color"": ""Pink"", ""variant"": ""Large"", ""is_prime_eligible"": true, ""warranty_months"": 12, ""amazon_style_tag"": ""Limited Deal""}",Butterfly,Butterfly Cookware Set Neo Large in Home & Kitchen category with marketplace-style pricing dynamics and seasonal demand shifts.,Butterfly Cookware Set Neo Large,H&K-BUTT-BCSN-0219,2
220,"{""rating"": 4.3, ""color"": ""Blue"", ""variant"": ""10kg"", ""is_prime_eligible"": true, ""warranty_months"": 12, ""amazon_style_tag"": null}",Butterfly,Butterfly Electric Kettle Pro 10kg in Home & Kitchen category with marketplace-style pricing dynamics and seasonal demand shifts.,Butterfly Electric Kettle Pro 10kg,H&K-BUTT-BEKP-0220,2
221,"{""rating"": 4.1, ""color"": ""Blue"", ""variant"": ""Pink"", ""is_prime_eligible"": true, ""warranty_months"": 12, ""amazon_style_tag"": null}",Allen Solly,Allen Solly Slim Fit Jeans Ultra Pink in Fashion category with marketplace-style pricing dynamics and seasonal demand shifts.,Allen Solly Slim Fit Jeans Ultra Pink,F-ALLE-ASSF-0221,3
222,"{""rating"": 4.1, ""color"": ""Black"", ""variant"": ""42mm"", ""is_prime_eligible"": true, ""warranty_months"": 24, ""amazon_style_tag"": ""Best Seller""}",Lakme,Lakme Body Lotion Pro 42mm in Beauty category with marketplace-style pricing dynamics and seasonal demand shifts.,Lakme Body Lotion Pro 42mm,B-LAKM-LBLP-0222,4
223,"{""rating"": 4.5, ""color"": ""Green"", ""variant"": ""2L"", ""is_prime_eligible"": true, ""warranty_months"": 12, ""amazon_style_tag"": ""Limited Deal""}",OnePlus,OnePlus Gaming Mouse Lite 2L in Electronics category with marketplace-style pricing dynamics and seasonal demand shifts.,OnePlus Gaming Mouse Lite 2L,E-ONEP-OGML-0223,1
224,"{""rating"": 3.9, ""color"": ""Pink"", ""variant"": ""Red"", ""is_prime_eligible"": true, ""warranty_months"": 24, ""amazon_style_tag"": ""Top Rated""}",Arihant,Arihant Machine Learning Handbook Edge Red in Books category with marketplace-style pricing dynamics and seasonal demand shifts.,Arihant Machine Learning Handbook Edge Red,B-ARIH-AMLH-0224,6
225,"{""rating"": 4.3, ""color"": ""White"", ""variant"": ""Pink"", ""is_prime_eligible"": true, ""warranty_months"": 12, ""amazon_style_tag"": ""Recommended""}",Arihant,Arihant Cloud Computing Basics Edge Pink in Books category with marketplace-style pricing dynamics and seasonal demand shifts.,Arihant Cloud Computing Basics Edge Pink,B-ARIH-ACCB-0225,6
226,"{""rating"": 4.0, ""color"": ""Blue"", ""variant"": ""42mm"", ""is_prime_eligible"": false, ""warranty_months"": 6, ""amazon_style_tag"": ""Top Rated""}",Philips,Philips Vacuum Flask Edge 42mm in Home & Kitchen category with marketplace-style pricing dynamics and seasonal demand shifts.,Philips Vacuum Flask Edge 42mm,H&K-PHIL-PVFE-0226,2
227,"{""rating"": 4.0, ""color"": ""White"", ""variant"": ""128GB"", ""is_prime_eligible"": true, ""warranty_months"": 24, ""amazon_style_tag"": ""Best Seller""}",Nivea,Nivea Body Lotion Ultra 128GB in Beauty category with marketplace-style pricing dynamics and seasonal demand shifts.,Nivea Body Lotion Ultra 128GB,B-NIVE-NBLU-0227,4
228,"{""rating"": 4.5, ""color"": ""Grey"", ""variant"": ""2L"", ""is_prime_eligible"": true, ""warranty_months"": 12, ""amazon_style_tag"": null}",Puma,Puma Leather Wallet Neo 2L in Fashion category with marketplace-style pricing dynamics and seasonal demand shifts.,Puma Leather Wallet Neo 2L,F-PUMA-PLWN-0228,3
229,"{""rating"": 4.4, ""color"": ""Grey"", ""variant"": ""Large"", ""is_prime_eligible"": false, ""warranty_months"": 12, ""amazon_style_tag"": null}",Wonderchef,Wonderchef Knife Set Max Large in Home & Kitchen category with marketplace-style pricing dynamics and seasonal demand shifts.,Wonderchef Knife Set Max Large,H&K-WOND-WKSM-0229,2
230,"{""rating"": 4.4, ""color"": ""Pink"", ""variant"": ""42mm"", ""is_prime_eligible"": true, ""warranty_months"": 6, ""amazon_style_tag"": ""Recommended""}",HarperCollins,HarperCollins Operating Systems Textbook Max 42mm in Books category with marketplace-style pricing dynamics and seasonal demand shifts.,HarperCollins Operating Systems Textbook Max 42mm,B-HARP-HOST-0230,6
231,"{""rating"": 4.6, ""color"": ""Grey"", ""variant"": ""Silver"", ""is_prime_eligible"": true, ""warranty_months"": 24, ""amazon_style_tag"": ""Best Seller""}",Butterfly,Butterfly Knife Set Max Silver in Home & Kitchen category with marketplace-style pricing dynamics and seasonal demand shifts.,Butterfly Knife Set Max Silver,H&K-BUTT-BKSM-0231,2
232,"{""rating"": 4.1, ""color"": ""White"", ""variant"": ""Black"", ""is_prime_eligible"": true, ""warranty_months"": 24, ""amazon_style_tag"": null}",Boat,Boat Tablet Cover Lite Black in Electronics category with marketplace-style pricing dynamics and seasonal demand shifts.,Boat Tablet Cover Lite Black,E-BOAT-BTCL-0232,1
233,"{""rating"": 4.3, ""color"": ""Silver"", ""variant"": ""2L"", ""is_prime_eligible"": true, ""warranty_months"": 12, ""amazon_style_tag"": null}",Roadster,Roadster Sunglasses Air 2L in Fashion category with marketplace-style pricing dynamics and seasonal demand shifts.,Roadster Sunglasses Air 2L,F-ROAD-RSA2-0233,3
234,"{""rating"": 4.0, ""color"": ""Black"", ""variant"": ""128GB"", ""is_prime_eligible"": false, ""warranty_months"": 12, ""amazon_style_tag"": ""Top Rated""}",Adidas,Adidas Skipping Rope Core 128GB in Sports category with marketplace-style pricing dynamics and seasonal demand shifts.,Adidas Skipping Rope Core 128GB,S-ADID-ASRC-0234,7
235,"{""rating"": 4.2, ""color"": ""Green"", ""variant"": ""Blue"", ""is_prime_eligible"": true, ""warranty_months"": 12, ""amazon_style_tag"": ""Best Seller""}",JBL,JBL Wireless Mouse Neo Blue in Electronics category with marketplace-style pricing dynamics and seasonal demand shifts.,JBL Wireless Mouse Neo Blue,E-JBL-JWMN-0235,1
236,"{""rating"": 4.1, ""color"": ""Grey"", ""variant"": ""Large"", ""is_prime_eligible"": false, ""warranty_months"": 24, ""amazon_style_tag"": ""Recommended""}",Borosil,Borosil Induction Cooktop Core Large in Home & Kitchen category with marketplace-style pricing dynamics and seasonal demand shifts.,Borosil Induction Cooktop Core Large,H&K-BORO-BICC-0236,2
237,"{""rating"": 4.1, ""color"": ""Grey"", ""variant"": ""Red"", ""is_prime_eligible"": true, ""warranty_months"": 24, ""amazon_style_tag"": ""Limited Deal""}",Fortune,Fortune Wheat Flour 10kg Edge Red in Groceries category with marketplace-style pricing dynamics and seasonal demand shifts.,Fortune Wheat Flour 10kg Edge Red,G-FORT-FWF1-0237,5
238,"{""rating"": 4.3, ""color"": ""White"", ""variant"": ""White"", ""is_prime_eligible"": false, ""warranty_months"": 24, ""amazon_style_tag"": ""Limited Deal""}",Nike,Nike Slim Fit Jeans Pro White in Fashion category with marketplace-style pricing dynamics and seasonal demand shifts.,Nike Slim Fit Jeans Pro White,F-NIKE-NSFJ-0238,3
239,"{""rating"": 3.8, ""color"": ""Grey"", ""variant"": ""2L"", ""is_prime_eligible"": true, ""warranty_months"": 24, ""amazon_style_tag"": null}",Sony,Sony Fitness Band Core 2L in Electronics category with marketplace-style pricing dynamics and seasonal demand shifts.,Sony Fitness Band Core 2L,E-SONY-SFBC-0239,1
